No,Tahun,Kode_Wilayah,Provinsi,Kabupaten_Kota,Kelompok_Bahan_Pangan,Konsumsi_Pangan
7331,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Buah/Biji Berminyak,0.13
7339,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Gula,3.69
7334,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Kacang-kacangan,8.15
7327,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Minyak dan Lemak,7.85
7311,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Padi-Padian,112.81
7321,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Pangan Hewani,41.43
7342,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Sayur dan Buah,66.9
7315,2024,5371,Nusa Tenggara Timur,Kota Kupang Ko,Umbi-umbian,5.98
12941,2024,1174,Aceh,Kota Langsa,Buah/Biji Berminyak,1.42
12949,2024,1174,Aceh,Kota Langsa,Gula,7.04
12944,2024,1174,Aceh,Kota Langsa,Kacang-kacangan,6.03
12937,2024,1174,Aceh,Kota Langsa,Minyak dan Lemak,8.52
12921,2024,1174,Aceh,Kota Langsa,Padi-Padian,90.61
12931,2024,1174,Aceh,Kota Langsa,Pangan Hewani,50.83
12952,2024,1174,Aceh,Kota Langsa,Sayur dan Buah,65.89
12925,2024,1174,Aceh,Kota Langsa,Umbi-umbian,8.5
12975,2024,1173,Aceh,Kota Lhokseumawe,Buah/Biji Berminyak,1.58
12983,2024,1173,Aceh,Kota Lhokseumawe,Gula,6.06
12978,2024,1173,Aceh,Kota Lhokseumawe,Kacang-kacangan,5.99
12971,2024,1173,Aceh,Kota Lhokseumawe,Minyak dan Lemak,9.19
12955,2024,1173,Aceh,Kota Lhokseumawe,Padi-Padian,99.7
12965,2024,1173,Aceh,Kota Lhokseumawe,Pangan Hewani,60.25
12986,2024,1173,Aceh,Kota Lhokseumawe,Sayur dan Buah,75.57
12959,2024,1173,Aceh,Kota Lhokseumawe,Umbi-umbian,6.65
16137,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Buah/Biji Berminyak,0.45
16145,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Gula,5.55
16140,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Kacang-kacangan,7.63
16133,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Minyak dan Lemak,9.21
16117,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Padi-Padian,109.22
16127,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Pangan Hewani,50.85
16148,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Sayur dan Buah,130.15
16121,2024,1673,Sumatera Selatan,Kota Lubuklinggau,Umbi-umbian,18.22
3693,2024,3577,Jawa Timur,Kota Madiun Ko,Buah/Biji Berminyak,0.5
3701,2024,3577,Jawa Timur,Kota Madiun Ko,Gula,6.33
3696,2024,3577,Jawa Timur,Kota Madiun Ko,Kacang-kacangan,13.01
3689,2024,3577,Jawa Timur,Kota Madiun Ko,Minyak dan Lemak,11.65
3673,2024,3577,Jawa Timur,Kota Madiun Ko,Padi-Padian,95.78
3683,2024,3577,Jawa Timur,Kota Madiun Ko,Pangan Hewani,45.4
3704,2024,3577,Jawa Timur,Kota Madiun Ko,Sayur dan Buah,106.91
3677,2024,3577,Jawa Timur,Kota Madiun Ko,Umbi-umbian,15.09
2129,2024,3371,Jawa Tengah,Kota Magelang Ko,Buah/Biji Berminyak,0.49
2137,2024,3371,Jawa Tengah,Kota Magelang Ko,Gula,6.57
2132,2024,3371,Jawa Tengah,Kota Magelang Ko,Kacang-kacangan,9.14
2125,2024,3371,Jawa Tengah,Kota Magelang Ko,Minyak dan Lemak,8.93
2109,2024,3371,Jawa Tengah,Kota Magelang Ko,Padi-Padian,80.46
2119,2024,3371,Jawa Tengah,Kota Magelang Ko,Pangan Hewani,33.64
2140,2024,3371,Jawa Tengah,Kota Magelang Ko,Sayur dan Buah,86.13
2113,2024,3371,Jawa Tengah,Kota Magelang Ko,Umbi-umbian,10.43
9031,2024,7371,Sulawesi Selatan,Kota Makassar,Buah/Biji Berminyak,0.52
9039,2024,7371,Sulawesi Selatan,Kota Makassar,Gula,5.58
9034,2024,7371,Sulawesi Selatan,Kota Makassar,Kacang-kacangan,8.46
9027,2024,7371,Sulawesi Selatan,Kota Makassar,Minyak dan Lemak,9.29
9011,2024,7371,Sulawesi Selatan,Kota Makassar,Padi-Padian,115.81
9021,2024,7371,Sulawesi Selatan,Kota Makassar,Pangan Hewani,60.83
9042,2024,7371,Sulawesi Selatan,Kota Makassar,Sayur dan Buah,93.68
9015,2024,7371,Sulawesi Selatan,Kota Makassar,Umbi-umbian,11.05
3557,2024,3573,Jawa Timur,Kota Malang Ko,Buah/Biji Berminyak,0.45
3565,2024,3573,Jawa Timur,Kota Malang Ko,Gula,5.78
3560,2024,3573,Jawa Timur,Kota Malang Ko,Kacang-kacangan,13.52
3553,2024,3573,Jawa Timur,Kota Malang Ko,Minyak dan Lemak,11.3
3537,2024,3573,Jawa Timur,Kota Malang Ko,Padi-Padian,85.19
3547,2024,3573,Jawa Timur,Kota Malang Ko,Pangan Hewani,42.18
3568,2024,3573,Jawa Timur,Kota Malang Ko,Sayur dan Buah,86.59
3541,2024,3573,Jawa Timur,Kota Malang Ko,Umbi-umbian,13.64
7739,2024,7171,Sulawesi Utara,Kota Manado,Buah/Biji Berminyak,0.37
7747,2024,7171,Sulawesi Utara,Kota Manado,Gula,6.1
7742,2024,7171,Sulawesi Utara,Kota Manado,Kacang-kacangan,4.96
7735,2024,7171,Sulawesi Utara,Kota Manado,Minyak dan Lemak,11.24
7719,2024,7171,Sulawesi Utara,Kota Manado,Padi-Padian,105.02
7729,2024,7171,Sulawesi Utara,Kota Manado,Pangan Hewani,51.06
7750,2024,7171,Sulawesi Utara,Kota Manado,Sayur dan Buah,78.98
7723,2024,7171,Sulawesi Utara,Kota Manado,Umbi-umbian,6.31
6549,2024,5271,Nusa Tenggara Barat,Kota Mataram,Buah/Biji Berminyak,0.47
6557,2024,5271,Nusa Tenggara Barat,Kota Mataram,Gula,4.66
6552,2024,5271,Nusa Tenggara Barat,Kota Mataram,Kacang-kacangan,11.37
6545,2024,5271,Nusa Tenggara Barat,Kota Mataram,Minyak dan Lemak,9.13
6529,2024,5271,Nusa Tenggara Barat,Kota Mataram,Padi-Padian,133.83
6539,2024,5271,Nusa Tenggara Barat,Kota Mataram,Pangan Hewani,56.95
6560,2024,5271,Nusa Tenggara Barat,Kota Mataram,Sayur dan Buah,100.9
6533,2024,5271,Nusa Tenggara Barat,Kota Mataram,Umbi-umbian,11.37
14029,2024,1271,Sumatera Utara,Kota Medan,Buah/Biji Berminyak,1.64
14037,2024,1271,Sumatera Utara,Kota Medan,Gula,5.33
14032,2024,1271,Sumatera Utara,Kota Medan,Kacang-kacangan,7.41
14025,2024,1271,Sumatera Utara,Kota Medan,Minyak dan Lemak,11.51
14009,2024,1271,Sumatera Utara,Kota Medan,Padi-Padian,99.3
14019,2024,1271,Sumatera Utara,Kota Medan,Pangan Hewani,61.85
14040,2024,1271,Sumatera Utara,Kota Medan,Sayur dan Buah,84.66
14013,2024,1271,Sumatera Utara,Kota Medan,Umbi-umbian,13.95
16987,2024,1872,Lampung,Kota Metro,Buah/Biji Berminyak,1.28
16995,2024,1872,Lampung,Kota Metro,Gula,4
16990,2024,1872,Lampung,Kota Metro,Kacang-kacangan,9.56
16983,2024,1872,Lampung,Kota Metro,Minyak dan Lemak,9.01
16967,2024,1872,Lampung,Kota Metro,Padi-Padian,93.08
16977,2024,1872,Lampung,Kota Metro,Pangan Hewani,47.91
16998,2024,1872,Lampung,Kota Metro,Sayur dan Buah,92.51
16971,2024,1872,Lampung,Kota Metro,Umbi-umbian,11.63
3659,2024,3576,Jawa Timur,Kota Mojokerto Ko,Buah/Biji Berminyak,0.41
3667,2024,3576,Jawa Timur,Kota Mojokerto Ko,Gula,5.95
3662,2024,3576,Jawa Timur,Kota Mojokerto Ko,Kacang-kacangan,11.89
3655,2024,3576,Jawa Timur,Kota Mojokerto Ko,Minyak dan Lemak,11.73
3639,2024,3576,Jawa Timur,Kota Mojokerto Ko,Padi-Padian,94.61
